"Time differences (ps)"	"Counts per bin"
2274	4
2276	5
2278	1
2280	4
2282	4
2284	4
2286	3
2288	6
2290	5
2292	7
2294	5
2296	7
2298	4
2300	5
2302	9
2304	6
2306	5
2308	5
2310	6
2312	3
2314	7
2316	5
2318	3
2320	2
2322	3
2324	5
2326	4
2328	3
2330	4
2332	2
2334	5
2336	2
2338	6
2340	2
2342	6
2344	5
2346	6
2348	5
2350	3
2352	1
2354	2
2356	4
2358	3
2360	5
2362	6
2364	5
2366	8
2368	2
2370	6
2372	2
2374	5
2376	5
2378	2
2380	7
2382	4
2384	4
2386	7
2388	5
2390	3
2392	6
2394	8
2396	6
2398	8
2400	4
2402	2
2404	2
2406	4
2408	4
2410	2
2412	6
2414	6
2416	1
2418	3
2420	4
2422	1
2424	4
2426	8
2428	4
2430	5
2432	4
2434	5
2436	5
2438	3
2440	4
2442	6
2444	6
2446	5
2448	4
2450	3
2452	5
2454	5
2456	2
2458	7
2460	1
2462	7
2464	3
2466	4
2468	2
2470	1
2472	1
2474	7
2476	0
2478	8
2480	6
2482	7
2484	8
2486	1
2488	11
2490	6
2492	9
2494	4
2496	5
2498	8
2500	9
2502	4
2504	5
2506	7
2508	4
2510	7
2512	6
2514	8
2516	8
2518	5
2520	7
2522	9
2524	10
2526	6
2528	9
2530	6
2532	7
2534	7
2536	4
2538	6
2540	0
2542	7
2544	6
2546	7
2548	4
2550	5
2552	8
2554	8
2556	2
2558	6
2560	3
2562	6
2564	9
2566	3
2568	5
2570	4
2572	6
2574	6
2576	5
2578	10
2580	3
2582	4
2584	5
2586	7
2588	6
2590	8
2592	3
2594	8
2596	4
2598	8
2600	4
2602	4
2604	10
2606	5
2608	8
2610	10
2612	5
2614	6
2616	3
2618	4
2620	4
2622	7
2624	7
2626	6
2628	8
2630	5
2632	10
2634	8
2636	5
2638	9
2640	6
2642	10
2644	9
2646	10
2648	4
2650	10
2652	6
2654	7
2656	5
2658	3
2660	4
2662	3
2664	7
2666	10
2668	3
2670	5
2672	4
2674	7
2676	6
2678	6
2680	5
2682	8
2684	7
2686	5
2688	9
2690	8
2692	6
2694	3
2696	6
2698	6
2700	1
2702	7
2704	6
2706	6
2708	6
2710	5
2712	6
2714	9
2716	10
2718	1
2720	12
2722	6
2724	6
2726	3
2728	7
2730	7
2732	2
2734	3
2736	5
2738	2
2740	7
2742	6
2744	4
2746	4
2748	11
2750	4
2752	4
2754	7
2756	6
2758	5
2760	5
2762	3
2764	3
2766	8
2768	4
2770	4
2772	4
2774	9
2776	12
2778	5
2780	8
2782	5
2784	6
2786	9
2788	9
2790	8
2792	11
2794	13
2796	11
2798	6
2800	11
2802	12
2804	13
2806	16
2808	8
2810	16
2812	10
2814	10
2816	12
2818	5
2820	12
2822	9
2824	15
2826	17
2828	10
2830	20
2832	18
2834	16
2836	20
2838	19
2840	24
2842	23
2844	19
2846	19
2848	17
2850	28
2852	37
2854	30
2856	36
2858	32
2860	23
2862	46
2864	47
2866	48
2868	40
2870	46
2872	42
2874	36
2876	55
2878	56
2880	56
2882	57
2884	55
2886	62
2888	54
2890	72
2892	73
2894	66
2896	76
2898	99
2900	100
2902	85
2904	88
2906	119
2908	93
2910	127
2912	116
2914	126
2916	129
2918	130
2920	147
2922	165
2924	178
2926	181
2928	189
2930	221
2932	208
2934	236
2936	255
2938	273
2940	255
2942	301
2944	368
2946	312
2948	368
2950	393
2952	426
2954	452
2956	429
2958	491
2960	537
2962	527
2964	595
2966	636
2968	694
2970	713
2972	730
2974	748
2976	822
2978	840
2980	912
2982	984
2984	990
2986	1036
2988	1025
2990	1107
2992	1185
2994	1173
2996	1344
2998	1286
